1.1 0.191704 19735
1.113 0.188444 19028
1.125 0.187259 18636
1.138 0.185778 17951
1.15 0.182815 15443
1.163 0.180741 15036
1.175 0.178963 14226
1.188 0.176296 13657
1.2 0.172741 11425
1.213 0.171852 11288
1.225 0.167704 10246
1.238 0.164444 9507
1.25 0.161778 9164
1.263 0.160296 9029
1.275 0.16 9026
1.288 0.157926 8529
1.3 0.155852 8472
1.312 0.153778 8345
1.325 0.152296 8240
1.338 0.150815 8227
1.35 0.14963 7843
1.363 0.148148 7808
1.375 0.146963 7518
1.388 0.145481 7343
1.4 0.144889 7331
1.413 0.141037 6924
1.425 0.138667 6578
1.438 0.136593 6489
1.45 0.135407 6279
1.463 0.134222 5477
1.475 0.133037 5377
1.488 0.131556 5258
1.5 0.130074 5211
1.513 0.127407 5010
1.525 0.12563 4922
1.538 0.123852 4858
1.55 0.12237 4531
1.562 0.121778 4469
1.575 0.120593 4393
1.587 0.119111 4262
1.6 0.118815 4235
1.613 0.116148 4086
1.625 0.114963 3960
1.638 0.113185 3844
1.65 0.113185 3844
1.663 0.112296 3691
1.675 0.110815 3660
1.688 0.108741 3593
1.7 0.107556 3471
1.712 0.10637 3379
1.725 0.105185 3293
1.738 0.102519 3238
1.75 0.10163 3235
1.763 0.099259 3001
1.775 0.098074 2923
1.788 0.097185 2920
1.8 0.096 2440
1.812 0.095407 2436
1.825 0.094815 2434
1.837 0.094519 2431
1.85 0.09363 2426
1.863 0.093037 2424
1.875 0.091556 2399
1.888 0.090074 2354
1.9 0.089481 2342
1.913 0.089185 2335
1.925 0.088889 2256
1.938 0.088296 2248
1.95 0.087407 2179
1.962 0.086815 2175
1.975 0.086519 2174
1.988 0.085333 1958
2.0 0.085037 1957
