num_samples threshold occupation_density_mean occupation_density_stderr second_moment_mean second_moment_stderr
1001 1.1 0.17253560439560442 0.0007490219138614196 35047.63636363636 1426.8088449396996
1001 1.113 0.16966914685314685 0.0007416802282963731 32006.31968031968 1323.2063574355745
1001 1.125 0.16707707092907093 0.0007338688106508143 29650.98801198801 1224.6087065455145
1001 1.138 0.16424376623376624 0.0007279398663603856 27128.1008991009 1127.0639377631055
1001 1.15 0.16168512887112887 0.0007219748764411604 25108.622377622378 1055.5927467660817
1001 1.163 0.1590004055944056 0.0007139248303595117 23228.514485514486 996.553810124469
1001 1.175 0.15653381618381618 0.0007071595028878322 21374.447552447553 919.6471970264099
1001 1.188 0.15387071828171828 0.0006993194919699474 19734.65834165834 854.1384186151597
1001 1.2 0.15141984715284715 0.000691620688026483 18171.01198801199 787.0001362577406
1001 1.213 0.14877270729270733 0.0006847104570917004 16774.43756243756 723.1813110857688
1001 1.225 0.14637301998001995 0.0006778437279715584 15377.16983016983 665.7634501990294
1001 1.238 0.14382594205794205 0.0006712399213854047 14302.279720279721 621.0928461560818
1001 1.25 0.1414827972027972 0.0006652068657696819 13167.214785214785 555.8318536883455
1001 1.263 0.13901919880119884 0.0006572055391511365 12129.121878121878 514.4682021791948
1001 1.275 0.13674472927072928 0.0006504714572654833 11284.570429570429 472.91022794797476
1001 1.288 0.13433203396603396 0.0006436374559751802 10531.672327672328 443.71535251003337
1001 1.3 0.132130989010989 0.0006370666481715549 9718.885114885115 404.4747947163173
1001 1.312 0.12990415984015985 0.0006310341687674285 8943.45954045954 368.17277736604933
1001 1.325 0.12758678421578423 0.0006226328524754842 8269.000999000998 341.353567815279
1001 1.338 0.125298996003996 0.0006169047211010105 7680.356643356643 316.7472784571635
1001 1.35 0.12321189010989012 0.0006092560515434305 7166.207792207792 288.1629403592801
1001 1.363 0.12100224675324674 0.0006024513507598413 6674.556443556444 268.02266820097725
1001 1.375 0.11894356843156843 0.0005961920133958284 6236.157842157842 251.42874064316214
1001 1.388 0.11669961338661339 0.0005892925458213052 5846.024975024975 236.48496073520425
1001 1.4 0.11470513486513487 0.000582985524762413 5480.572427572428 217.80316674440658
1001 1.413 0.11256061738261738 0.0005753194786524451 5094.63936063936 195.78784082445256
1001 1.425 0.11061532767232768 0.0005696289343666324 4797.912087912088 185.2460097597672
1001 1.438 0.1084852897102897 0.000563244463497279 4470.907092907093 171.53490807633716
1001 1.45 0.10661604695304695 0.0005552264759727435 4220.996003996004 163.078854275616
