1.1 0.199074 1749122
1.113 0.196181 1551392
1.125 0.193649 1514389
1.138 0.191262 1014494
1.15 0.188296 918195
1.163 0.186487 859032
1.175 0.183087 837501
1.188 0.180266 816048
1.2 0.178675 807014
1.213 0.175926 777638
1.225 0.173973 759049
1.238 0.171007 746996
1.25 0.168981 723550
1.263 0.166088 682282
1.275 0.164135 639805
1.288 0.161892 582238
1.3 0.159578 539514
1.312 0.157914 530897
1.325 0.156612 521021
1.338 0.154442 501391
1.35 0.152416 486305
1.363 0.149306 404332
1.375 0.147642 376067
1.388 0.145544 343092
1.4 0.144387 317550
1.413 0.141638 298730
1.425 0.139251 280097
1.438 0.137731 275028
1.45 0.135344 268713
1.463 0.13303 246579
1.475 0.131583 241347
1.488 0.129196 232498
1.5 0.127098 215607
1.513 0.124711 209572
1.525 0.123336 205669
1.538 0.122034 201191
1.55 0.120153 197109
1.562 0.118417 193469
1.575 0.115958 179187
1.587 0.114366 176579
1.6 0.111834 166514
1.613 0.110243 163004
1.625 0.107928 158894
1.638 0.106337 155562
1.65 0.104745 154468
1.663 0.103082 148785
1.675 0.101635 145891
1.688 0.099392 131270
1.7 0.098307 126203
1.712 0.096065 117138
1.725 0.094256 112819
1.738 0.092737 107442
1.75 0.091146 103476
1.763 0.089554 85288
1.775 0.08818 82981
1.788 0.086661 79974
1.8 0.084852 53971
