1.1 0.289352 179192
1.113 0.284144 170803
1.125 0.281829 167515
1.138 0.280093 165866
1.15 0.27662 158620
1.163 0.275463 155456
1.175 0.273727 152321
1.188 0.271991 151532
1.2 0.268519 141636
1.213 0.266204 137902
1.225 0.263889 135674
1.238 0.260417 129134
1.25 0.258681 128411
1.263 0.255787 125534
1.275 0.252315 97144
1.288 0.249421 94079
1.3 0.247685 93396
1.312 0.24537 91094
1.325 0.240741 87524
1.338 0.239583 84614
1.35 0.237847 77351
1.363 0.234954 75098
1.375 0.231481 72920
1.388 0.227431 67659
1.4 0.225694 66630
1.413 0.222222 64596
1.425 0.221065 63592
1.438 0.217014 61449
1.45 0.212384 55201
1.463 0.211227 55143
1.475 0.207755 48783
1.488 0.206597 48327
1.5 0.20544 43745
1.513 0.201968 35717
1.525 0.201389 30246
1.538 0.199074 29788
1.55 0.197338 29745
1.562 0.197338 29745
1.575 0.196181 29709
1.587 0.193866 29359
1.6 0.190972 28660
1.613 0.186921 24819
1.625 0.185185 15392
1.638 0.183449 14943
1.65 0.180556 14068
1.663 0.177083 8552
1.675 0.174769 8378
1.688 0.172454 8366
1.7 0.171296 8354
1.712 0.168981 8088
1.725 0.168403 8049
1.738 0.165509 7824
1.75 0.164352 7816
1.763 0.161458 6015
1.775 0.160301 6001
1.788 0.158565 5636
1.8 0.157407 5514
1.812 0.155671 5221
1.825 0.155093 5208
1.837 0.153935 5194
1.85 0.15162 4628
1.863 0.148727 4021
1.875 0.148148 4018
1.888 0.145833 3874
1.9 0.144097 3395
1.913 0.139468 2237
1.925 0.137731 2166
1.938 0.135995 2163
1.95 0.135995 2163
1.962 0.132523 2135
1.975 0.12963 2096
1.988 0.128472 2092
2.0 0.127315 2054
