1.1 0.18464 95726
1.113 0.180888 87139
1.125 0.178901 83875
1.138 0.1756 81371
1.15 0.170778 46516
1.163 0.167411 36252
1.175 0.165076 34467
1.188 0.163763 33709
1.2 0.160727 33399
1.213 0.157619 31986
1.225 0.155136 31447
1.238 0.154951 31207
1.25 0.152917 29541
1.263 0.150689 26523
1.275 0.148645 25641
1.288 0.14573 23914
1.3 0.14159 23457
1.312 0.139456 22397
1.325 0.135857 21518
1.338 0.131332 18205
1.35 0.130173 18184
1.363 0.129072 17749
1.375 0.127742 17472
1.388 0.124284 12176
1.4 0.121198 11710
1.413 0.119164 9738
1.425 0.116056 6761
1.438 0.114871 6583
1.45 0.111264 5929
1.463 0.109628 5744
1.475 0.108773 5049
1.488 0.107671 4826
1.5 0.105874 4793
1.513 0.102407 4253
1.525 0.101585 4237
1.538 0.100196 4196
1.55 0.097165 4009
1.562 0.095084 3874
1.575 0.093953 3854
1.587 0.091729 3714
1.6 0.089351 2588
1.613 0.087209 2511
1.625 0.08528 2408
1.638 0.083861 2325
1.65 0.082522 2269
1.663 0.081517 2182
1.675 0.080429 2104
1.688 0.078492 2066
1.7 0.077234 2014
1.712 0.075774 2008
1.725 0.075708 2007
1.738 0.075005 1950
1.75 0.074452 1947
1.763 0.073221 1934
1.775 0.072275 1901
1.788 0.071159 1731
1.8 0.070408 1717
1.812 0.069704 1697
1.825 0.068722 1688
1.837 0.067996 1687
1.85 0.066034 1524
1.863 0.065428 1522
1.875 0.064904 1505
1.888 0.063197 1439
1.9 0.061034 1182
1.913 0.059194 1113
1.925 0.058894 1100
1.938 0.05738 1004
1.95 0.057477 1006
1.962 0.056294 978
1.975 0.055323 908
1.988 0.054258 904
2.0 0.054182 902
