1.1 0.171069 34442
1.113 0.167663 32618
1.125 0.164627 21933
1.138 0.162022 15906
1.15 0.158969 13739
1.163 0.157121 13579
1.175 0.154837 13266
1.188 0.15021 10114
1.2 0.14869 9845
1.213 0.147256 9641
1.225 0.14476 9465
1.238 0.142179 9251
1.25 0.139976 9036
1.263 0.137417 8896
1.275 0.135635 8644
1.288 0.133893 8362
1.3 0.131888 7909
1.312 0.13137 7882
1.325 0.130414 7362
1.338 0.125957 6503
1.35 0.124466 6375
1.363 0.121463 5026
1.375 0.121056 5030
1.388 0.117993 4581
1.4 0.116443 4539
1.413 0.113817 4211
1.425 0.112909 4204
1.438 0.110365 4129
1.45 0.107568 3541
1.463 0.10636 3315
1.475 0.105362 3248
1.488 0.103312 3210
1.5 0.101173 3031
1.513 0.099703 2811
1.525 0.098449 2754
1.538 0.095516 2680
1.55 0.09374 2575
1.562 0.092076 2465
1.575 0.089234 2224
1.587 0.086245 1948
1.6 0.084549 1689
1.613 0.081771 1590
1.625 0.080866 1587
1.638 0.079561 1553
1.65 0.076996 1287
1.663 0.075475 1194
1.675 0.074938 1177
1.688 0.074601 1169
1.7 0.073334 1096
1.712 0.071953 1048
1.725 0.069971 995
1.738 0.06844 959
1.75 0.067978 939
1.763 0.065534 920
1.775 0.064287 893
1.788 0.061571 839
1.8 0.060688 816
1.812 0.05917 783
1.825 0.057642 758
1.837 0.056913 728
1.85 0.055365 718
1.863 0.054525 686
1.875 0.053972 671
1.888 0.052407 635
1.9 0.051347 578
1.913 0.049718 541
1.925 0.048888 515
1.938 0.047087 469
1.95 0.045604 452
1.962 0.045064 448
1.975 0.042931 401
1.988 0.042085 396
2.0 0.0403 378
