1.1 0.197266 976573
1.113 0.194661 911067
1.125 0.191768 807479
1.138 0.188585 664609
1.15 0.185764 462822
1.163 0.182726 413102
1.175 0.180628 401287
1.188 0.178385 387622
1.2 0.176215 320384
1.213 0.173828 178719
1.225 0.171369 167501
1.238 0.169271 158866
1.25 0.166739 154461
1.263 0.164352 143478
1.275 0.162109 137381
1.288 0.159939 129323
1.3 0.157046 103659
1.312 0.154586 100307
1.325 0.151765 95410
1.338 0.149378 70393
1.35 0.146991 58886
1.363 0.144459 56367
1.375 0.141927 41532
1.388 0.13954 37799
1.4 0.137297 36376
1.413 0.135272 32128
1.425 0.133102 30978
1.438 0.130498 25852
1.45 0.128255 24839
1.463 0.126374 24179
1.475 0.124421 23620
1.488 0.122396 21682
1.5 0.121021 20937
1.513 0.119068 20334
1.525 0.116753 19346
1.538 0.114366 18405
1.55 0.112124 16954
1.562 0.110243 16526
1.575 0.108218 16094
1.587 0.10612 14969
1.6 0.103805 14107
1.613 0.101707 13088
1.625 0.100188 11651
1.638 0.098163 11221
1.65 0.096571 10703
1.663 0.095124 10337
1.675 0.093533 8829
1.688 0.09158 8330
1.7 0.090278 8124
1.712 0.088397 7798
1.725 0.08695 7554
1.738 0.08572 7413
1.75 0.084129 7255
1.763 0.082899 7072
1.775 0.08138 6757
1.788 0.079861 6508
1.8 0.078342 6395
