1.1 0.181785 129035
1.113 0.178964 123684
1.125 0.176432 117631
1.138 0.173539 115649
1.15 0.171369 110073
1.163 0.167824 99508
1.175 0.165003 96847
1.188 0.162182 92886
1.2 0.15965 86941
1.213 0.156612 81775
1.225 0.154225 79034
1.238 0.152127 68989
1.25 0.149667 56245
1.263 0.14728 52646
1.275 0.145616 51185
1.288 0.143229 46974
1.3 0.141204 41716
1.312 0.138455 36300
1.325 0.135995 34068
1.338 0.133247 31544
1.35 0.131076 30268
1.363 0.128834 27329
1.375 0.126881 26266
1.388 0.124711 24200
1.4 0.123047 23501
1.413 0.121094 22760
1.425 0.119213 20308
1.438 0.117115 19591
1.45 0.115741 18424
1.463 0.113498 16811
1.475 0.1114 16504
1.488 0.109737 16011
1.5 0.107711 14221
1.513 0.105903 13880
1.525 0.104167 13456
1.538 0.102069 12829
1.55 0.101201 12569
1.562 0.099899 12397
1.575 0.098886 12103
1.587 0.097584 12003
1.6 0.095631 11736
1.613 0.09375 11140
1.625 0.09252 10783
1.638 0.091218 10315
1.65 0.089771 9913
1.663 0.088759 9817
1.675 0.087457 9393
1.688 0.085865 9233
1.7 0.084563 9107
1.712 0.083333 8498
1.725 0.080729 8030
1.738 0.079355 7773
1.75 0.077763 7523
1.763 0.076172 7057
1.775 0.075087 6746
1.788 0.073857 6497
1.8 0.072483 6430
