1.1 0.19463 3322735
1.113 0.191889 3207463
1.125 0.189296 2895049
1.138 0.186704 2746999
1.15 0.184 2510782
1.163 0.181222 2256119
1.175 0.178889 2137948
1.188 0.176037 1733377
1.2 0.174 1499168
1.213 0.171296 1462669
1.225 0.169111 1403306
1.238 0.166778 1320989
1.25 0.164185 1287113
1.263 0.161889 858957
1.275 0.159815 762289
1.288 0.157259 670404
1.3 0.155 643603
1.312 0.153185 594038
1.325 0.15063 561121
1.338 0.148185 359553
1.35 0.146074 342610
1.363 0.143963 332989
1.375 0.141667 269667
1.388 0.139185 226568
1.4 0.136852 210805
1.413 0.134519 182362
1.425 0.132407 164985
1.438 0.129778 156960
1.45 0.127741 153499
1.463 0.126 140152
1.475 0.123926 136214
1.488 0.121407 122888
1.5 0.11937 118709
1.513 0.117444 113083
1.525 0.115407 109250
1.538 0.113519 106309
1.55 0.111333 70434
1.562 0.109519 65647
1.575 0.107444 61127
1.587 0.105926 59014
1.6 0.104 56836
1.613 0.102111 52319
1.625 0.100852 50009
1.638 0.098963 48008
1.65 0.097593 46537
1.663 0.095926 45226
1.675 0.094519 38622
1.688 0.093333 37276
1.7 0.091741 35247
1.712 0.090074 33198
1.725 0.088593 32660
1.738 0.086815 32092
1.75 0.085741 31419
1.763 0.084185 30649
1.775 0.082852 29827
1.788 0.081111 28418
1.8 0.079815 28001
