num_samples threshold occupation_density_mean occupation_density_stderr second_moment_mean second_moment_stderr
4000 1.1 0.17552542299999999 0.00027927847162065273 365563.8425 7651.012600615542
4000 1.113 0.17270412525 0.0002766465204640944 327478.10825 6943.171941872091
4000 1.125 0.17012158349999998 0.0002742101860936368 296243.58275 6412.294798014089
4000 1.138 0.16735413475000002 0.000271346439061577 265128.9945 5792.668991652066
4000 1.15 0.16482575575 0.0002689068533184827 240349.28775 5338.557298792494
4000 1.163 0.162110368 0.0002661727567631481 215314.60775 4761.445783346716
4000 1.175 0.15962342225 0.00026354771140557024 194340.75775 4288.567617349005
4000 1.188 0.15696854275000002 0.0002607290723898912 175164.2025 3908.173915874922
4000 1.2 0.1545470135 0.00025823152279631637 158695.5525 3558.5938123243022
4000 1.213 0.15194321075 0.0002555609815353932 143251.0065 3215.320254789733
4000 1.225 0.1495636565 0.0002530975834606623 131297.9195 2985.890170015573
4000 1.238 0.14701618775 0.00025047248977632254 118720.46125 2693.8757360438185
4000 1.25 0.144698343 0.0002479877738900907 108654.119 2487.666383487939
4000 1.263 0.1421968895 0.0002451145400561693 98309.223 2228.058262511905
4000 1.275 0.13992538175 0.0002425877423186387 89913.6925 2030.2215458585083
4000 1.288 0.13749324300000001 0.0002398261262299997 81995.5625 1822.9541782450674
4000 1.3 0.135271692 0.00023723352219155074 75220.03625 1667.3820991844473
4000 1.312 0.13308233925000001 0.00023483363531027633 69425.76275 1545.1439313420742
4000 1.325 0.130740278 0.0002321441046937311 63523.443 1400.727164419409
4000 1.338 0.12841532775000003 0.00022956367729501 58146.9075 1271.582681107627
4000 1.35 0.1263047435 0.00022722641640592086 53608.02625 1155.135157383332
4000 1.363 0.12403642075000001 0.00022452260904456785 49404.278 1063.3314852602664
4000 1.375 0.12196834250000001 0.00022237167118261363 45737.50675 972.4416653569707
4000 1.388 0.11975273974999999 0.00021970300125682168 41998.996 875.2495436824695
4000 1.4 0.11773264775 0.00021736975453744134 38839.8825 797.7603544780371
4000 1.413 0.11558723724999999 0.0002147506848248466 35806.729 728.5412909139158
4000 1.425 0.11361722625000002 0.00021214097838881868 33182.43 662.0683524637203
4000 1.438 0.1115137415 0.00020958470184640013 30726.7985 602.8913143835292
4000 1.45 0.10960011950000001 0.00020706101075179494 28530.821 548.7817845822143
4000 1.463 0.107546048 0.00020445939972718057 26477.588 498.88078661784414
4000 1.475 0.10568478775 0.00020212551985783486 24689.2705 460.02405097867705
4000 1.488 0.10369066075000001 0.0001995259266543821 22900.14425 420.24895374020326
4000 1.5 0.1018618265 0.00019726392525966181 21408.503 388.64743190406233
4000 1.513 0.09991778675 0.00019463662244087986 20005.596 365.0239867247713
4000 1.525 0.09814138674999999 0.0001922229447732336 18794.0915 341.7229150545906
4000 1.538 0.0962497285 0.00018974263207091054 17463.82525 304.8061993290624
4000 1.55 0.09452633275 0.00018743733934906584 16366.2975 284.05596229000093
4000 1.562 0.09283260674999999 0.0001850931315892789 15365.843 261.6750681866019
4000 1.575 0.09103060275 0.0001826487680847057 14386.468 244.1444133456037
4000 1.587 0.08938888349999999 0.00018026683909931114 13501.5815 222.05576179214412
4000 1.6 0.08761858025 0.00017790249757069175 12626.91775 203.96861832490615
4000 1.613 0.08589105100000001 0.00017550908466401318 11811.29025 185.0804535904622
4000 1.625 0.084311425 0.00017305831634298525 11137.71575 172.3649362852346
4000 1.638 0.08262816525 0.00017054979018892288 10466.00425 159.92415815608655
4000 1.65 0.08109252975 0.00016838811422730744 9871.31925 148.3557087238552
4000 1.663 0.0794597975 0.00016583187775914327 9279.45475 137.20749603515878
4000 1.675 0.07797119075 0.0001636491853836007 8773.68675 127.49058329845822
4000 1.688 0.076375372 0.0001612079720645167 8272.00775 120.06175110874189
