occupation_density_mean ratio ratio_stderr smaller_torus_sigma larger_torus_sigma
0.1 14.341671118059377 0.06997047426737614 0.04307051168087757 0.05514343381354606
0.10125 14.498319956995312 0.07120874774905715 0.04383790226601448 0.056115274933873534
0.10250000000000001 14.651101456444076 0.07234782004117718 0.04456381718163273 0.056993624756744264
0.10375000000000001 14.794833406435883 0.0733503786370966 0.04521038395683052 0.05776070661514972
0.10500000000000001 14.970804836128432 0.07505792987780455 0.045886904072942714 0.059397684063791395
0.10625000000000001 15.144121186749919 0.07650008039186462 0.04655760260426333 0.060701333920312184
0.10750000000000001 15.309603854549339 0.07771629777298283 0.04720791497874976 0.061735206348550176
0.10875000000000001 15.483457997318459 0.07877406367623044 0.04789290693034994 0.0625429658221262
0.11 15.668106771778524 0.08007158433402008 0.04862785711150157 0.06361438619135985
0.11125 15.858511290732187 0.08144637836604066 0.04936146633560134 0.06478393466086751
0.1125 16.052571505625632 0.08280554309378903 0.05005925564618071 0.06596081330007747
0.11375 16.25858987152313 0.08448495128943172 0.05077589327267595 0.06752418571696717
0.115 16.46466918425506 0.08606050467245031 0.05152741468435512 0.06892993544479312
0.11625 16.65709778407233 0.08736017389374402 0.052303766177452804 0.06997225183170497
0.11750000000000001 16.878001797301486 0.08895502127924586 0.05310976264316432 0.07136069592414182
0.11875000000000001 17.0951614720821 0.09046905620078143 0.05389365977424867 0.07266445875390305
0.12000000000000001 17.30508142676855 0.09187064221516776 0.054653510419847944 0.07384584416075786
0.12125000000000001 17.54517078401433 0.09347561115783799 0.05550436063920718 0.07521273716176108
0.1225 17.785832913173707 0.09508763497793683 0.05633439370337445 0.07660348824805932
0.12375 18.02628552053796 0.09669238131080768 0.05707559833746281 0.07804993707861167
0.125 18.27980079306742 0.0982662295579714 0.05791077319892504 0.07938887969383747
0.12625 18.52536606772753 0.09980153850174912 0.05874638689601328 0.08067966976866
0.1275 18.77068272435979 0.10140508887397663 0.05952795519306751 0.08209393765724268
0.12875 19.03923380521015 0.10305177299659665 0.06037069379596563 0.08351674831035895
0.13 19.29396172326581 0.10457101148856467 0.061154930409707826 0.08482435340352038
0.13125 19.582025409939988 0.10625623062304078 0.06208429861206468 0.08623181786362162
0.1325 19.873562264116728 0.10794338879359144 0.06303215736477315 0.08762831917928654
0.13375 20.153623391850306 0.10950918942801983 0.06388429021040305 0.08894413996152266
0.135 20.468887577543565 0.11125914284738858 0.06478726236418196 0.09045002765334165
0.13625 20.770991425233206 0.11287805655183597 0.06554312047446607 0.09189970081229376
0.1375 21.111300084399932 0.11463546155790275 0.0664504510200938 0.09341106254517993
0.13875 21.449741311559166 0.11640201052645044 0.0673677094458884 0.09492639137044155
0.14 21.784603233029607 0.11822872300894292 0.06837630869279693 0.09645056430043679
0.14125000000000001 22.15049018725983 0.1202144006984504 0.06945589064281299 0.09811922028991667
0.14250000000000002 22.48195092076373 0.12196315160329642 0.07033940015962215 0.09963623404260728
0.14375000000000002 22.88119372347691 0.12416419023517676 0.07145494697556301 0.10154278255728785
0.14500000000000002 23.255180677228118 0.1262426685591183 0.07251324205224077 0.1033394459632939
0.14625 23.683171886674256 0.1285433805552197 0.07362430297805714 0.10537012240459472
0.14750000000000002 24.11811058312394 0.13074943786712276 0.07472622727612177 0.1072912226589202
0.14875 24.5319129629524 0.13265082218317212 0.07572328453383828 0.10891384120156132
0.15000000000000002 24.984998038436828 0.1346356847717814 0.07684801638994794 0.11054931022352327
0.15125 25.369833007403326 0.13618281458921033 0.07772008587512858 0.11182730990684646
0.1525 25.84016335438117 0.13807172644646493 0.07886713021424027 0.11333039052115505
0.15375 26.243112632770007 0.13960630689312314 0.079818298857263 0.11453802902036307
0.155 26.744198356301915 0.14149502514649595 0.08101037000910798 0.1160093189885836
0.15625 27.204044842580892 0.14312691337643346 0.08201513039807151 0.11729804652445162
0.1575 27.73065226150419 0.14495241252803584 0.0831844536129147 0.11870782861639213
0.15875 28.24617229792293 0.14669812655385217 0.0842908718881628 0.12006410475551531
0.16 28.77373619200188 0.14843225869817298 0.08537735968367101 0.12142010490724514
0.16125 29.312209278465552 0.15014864748378948 0.08648743501994395 0.1227376874675511
0.1625 29.830314022230954 0.15161664007962797 0.08746719269411538 0.12384302867439065
0.16375 30.406371334632798 0.15321459708458007 0.08860707151208141 0.12499399840729596
0.165 30.937179008741847 0.15446562433199068 0.08951733196925382 0.1258819938568582
0.16625 31.55830068238563 0.15623712687400707 0.09069882689726512 0.1272154181430243
0.1675 32.130140811232764 0.15778800557719802 0.09166386159635387 0.12843204888685048
0.16875 32.78583836138639 0.15956182395011517 0.09287912536310619 0.12974376183104894
0.17 33.3592436446927 0.16083497718324524 0.09368016762960102 0.13073605500559082
