occupation_density_mean ratio ratio_stderr smaller_torus_sigma larger_torus_sigma
0.11 15.916797394629235 0.08485280060577609 0.05250528441013472 0.06665727926981763
0.11125 16.107146091955062 0.08611289174376636 0.05314672883371911 0.06775585095583078
0.1125 16.296556702784184 0.08730213313844909 0.053773149880811964 0.06877580099438482
0.11375 16.50314902839786 0.08878401485625101 0.05451881671494223 0.07007353222149955
0.115 16.73115743831985 0.09035599609694397 0.05529599743390964 0.07146018960554201
0.11624999999999999 16.944000419058618 0.0917404519168729 0.05604754611755762 0.0726290788328774
0.1175 17.140754955984338 0.09309393101273969 0.05680107506981843 0.07375715465171896
0.11875 17.36448269078603 0.09455891903796648 0.05748960295662329 0.07507552678149192
0.12 17.592918069738207 0.09596340368281826 0.05818047137160108 0.07631518588963697
0.12125 17.829776887858692 0.09753449554813659 0.05895494215616929 0.07770001684164689
0.1225 18.07208168359461 0.09905680553480639 0.0597725079309848 0.0789904932153282
0.12375 18.318052912176373 0.10042057606961939 0.06055950406703296 0.08010517190112779
0.125 18.59281602239435 0.10202007702418998 0.061401316480027855 0.08147376541280707
0.12625 18.871706148401437 0.10371878944888982 0.0622853999168634 0.08293440927588218
0.1275 19.145242390528537 0.10536663667720046 0.06314551900111334 0.08434910523974276
0.12875 19.41868021608291 0.10692761014470573 0.06397713322917638 0.08567636917513714
0.13 19.727010322762858 0.10878910902551328 0.06489309252771747 0.08731527234541571
0.13125 20.019956422657796 0.11030592685430472 0.0657300749106349 0.0885830387344527
0.1325 20.31967585150918 0.11182960486220113 0.06661164915681422 0.08982621399260646
0.13375 20.647763623209027 0.1135649358841141 0.06749044333681653 0.09133473994358829
0.135 20.991386421524606 0.11548103148573934 0.06839304467257598 0.09304977202242543
0.13624999999999998 21.335519257251885 0.11726280095065639 0.06930739152579184 0.0945888469465817
0.1375 21.674822355960714 0.11910794656842491 0.07024032288189826 0.09619251518280122
0.13874999999999998 22.01587266701483 0.12103594863996599 0.07122581239910443 0.0978600250933141
0.13999999999999999 22.370485407926957 0.12294360255126874 0.07217125111145843 0.09953110027167962
0.14125 22.717475212823725 0.12463975864279832 0.07303604729815522 0.10099903578547992
0.1425 23.11484825184429 0.12657600670965863 0.07407113925894424 0.10263991330591445
0.14375 23.47594431608055 0.1282426407761663 0.07501578355970417 0.10401349494257196
0.145 23.85673633827414 0.1299294829790669 0.07598035882455832 0.10539760727881348
0.14625 24.279548617680636 0.13180472581223004 0.07705476998889248 0.1069347846511883
0.1475 24.695643516819857 0.1335240417563434 0.07810721058968016 0.10829558338569993
0.14875 25.11495550212827 0.13535333358088356 0.07911580685741777 0.10982355856899605
0.15 25.550373713999672 0.13722670717863486 0.08011597949798412 0.11141184403899519
0.15125 25.992500381224847 0.13896376789398493 0.08106677511267622 0.11286765152214384
0.1525 26.446539298984703 0.14058555753646865 0.0820181945854654 0.11418106123512985
0.15375 26.91866763432282 0.14228189789017065 0.08307561213959766 0.11551009105208117
0.155 27.39631669734268 0.14399401907732007 0.08417930384856964 0.11682517850878636
0.15625 27.877958182439773 0.14557816447693836 0.08526633446395215 0.11799429723319667
0.1575 28.361460141138185 0.14709081024216925 0.08626101175427432 0.11914169844696183
0.15875 28.843298450978704 0.1485463022939984 0.08720710330998284 0.12025358646419629
0.15999999999999998 29.34511874650214 0.14998424988973638 0.08815338267900887 0.12134354674738623
0.16125 29.87003886935903 0.15135817455440104 0.0891054207949748 0.1223499938266897
0.16249999999999998 30.408409113429396 0.15271356920300397 0.09007605739141285 0.12331965822017017
0.16375 30.960901262848076 0.1540698539148743 0.09107228641687418 0.12427131017315922
0.16499999999999998 31.51166148508226 0.15531961017033177 0.09204392450563247 0.12510834210821137
0.16625 32.07589226134095 0.15659096754334512 0.09302358927384888 0.12596564196149374
0.16749999999999998 32.658425465229556 0.15790223419882043 0.0940066257046834 0.12686949944174405
0.16874999999999998 33.23623932793201 0.1590873680134931 0.09498690428415779 0.1276177051822075
0.16999999999999998 33.812429407108745 0.16021653025539528 0.09592617708192293 0.1283257772917256
0.17124999999999999 34.40416158219758 0.16131025516669215 0.09681840351631757 0.1290240100233086
0.1725 34.99907182811197 0.1621942700323416 0.09770152470232768 0.1294657997394084
0.17375 35.572056077862875 0.1629602062021063 0.0984863880225625 0.1298324311553252
0.175 36.155877424222 0.16365879466587774 0.09916131920870057 0.13019690412708793
0.17625 36.81188872850849 0.16456212767580913 0.10004513791387216 0.13065857891843002
0.1775 37.44946582722589 0.16538704968788107 0.10088728836904721 0.13105201734426813
0.17875 38.06255760195986 0.16596813546463107 0.10157804027961108 0.13125289986343097
0.18 38.73807742298801 0.16661091590012955 0.10243095294528418 0.1314043270817252
