num_samples threshold occupation_density_mean occupation_density_stderr second_moment_mean second_moment_stderr
64001 1.1 0.1920956713801347 2.6267106425559098e-05 85767.40261870908 202.5444743727165
64001 1.125 0.18677982372150434 2.6258065419721525e-05 72900.40736863487 180.8491329246512
64001 1.15 0.18154991301698412 2.6223211480128988e-05 61879.04979609694 160.32751264767504
64001 1.175 0.1764275812096686 2.6177796709415702e-05 52605.99092201684 141.94658008530413
64001 1.2 0.17138431388572054 2.606310557277408e-05 44722.54492898549 124.4481075594567
64001 1.225 0.16643944141497788 2.59928381463109e-05 38112.077983156516 109.42333490265126
64001 1.25 0.16159404806174904 2.589642403203524e-05 32536.120248121122 95.85526577052174
64001 1.275 0.15684446082092465 2.5840398288705558e-05 27873.574366025532 83.85307450442207
64001 1.3 0.15219607538944704 2.5711473274045596e-05 23868.61708410806 72.91233493341046
64001 1.325 0.14764868898923453 2.5595967647567317e-05 20527.439399384384 63.574515516769935
64001 1.35 0.14319261831846378 2.5450920476879477e-05 17702.290136091622 55.31851520940326
64001 1.375 0.1388284856486617 2.53079771823521e-05 15319.593115732567 48.106144827677475
64001 1.4 0.13455540671239513 2.515994969634327e-05 13300.059967813004 42.143501611346565
64001 1.425 0.13036902760894362 2.4993894335252135e-05 11572.901267167701 36.676559753311594
64001 1.45 0.12628156455367887 2.4851845049832135e-05 10099.969969219232 32.02773853222035
64001 1.475 0.12228597407853002 2.468521009548121e-05 8835.713488851738 27.98666088829216
64001 1.5 0.11838572973859783 2.4488902821392122e-05 7756.747972687926 24.439155363267524
64001 1.525 0.11456776565991157 2.4286128584665645e-05 6823.4603834315085 21.32752008667388
64001 1.55 0.11084785087733005 2.408546270692883e-05 6024.753113232606 18.74006822336229
64001 1.575 0.10721797828158937 2.388613539539031e-05 5334.659817815346 16.436884019703736
64001 1.6 0.10366966773956655 2.3662450759850827e-05 4733.506570209841 14.46123233758345
64001 1.625 0.10021226865205231 2.3392648562397685e-05 4207.880033124482 12.645856779207215
64001 1.65 0.09684277803471819 2.3137111207166115e-05 3754.4502585897094 11.14442005935043
64001 1.675 0.09356204699926562 2.2898199869592685e-05 3356.9412665427103 9.88016614229292
64001 1.7 0.09036450066405212 2.2620629111196196e-05 3006.700879673755 8.702193335263907
64001 1.725 0.0872557112388869 2.239051411085283e-05 2696.5935844752426 7.681096488873431
64001 1.75 0.08423253328854235 2.211079108661755e-05 2427.1460445930534 6.850300328625376
64001 1.775 0.08128563811502945 2.1835875407807286e-05 2189.763691192325 6.107022618364447
64001 1.8 0.07842160456867861 2.155084007287253e-05 1977.6328651114827 5.426982639828014
