1.1 0.124421 2461
1.113 0.123264 2395
1.125 0.122685 2390
1.138 0.120949 2361
1.15 0.119792 2347
1.163 0.116319 1905
1.175 0.113426 1542
1.188 0.11169 1467
1.2 0.110532 1447
1.213 0.108218 1339
1.225 0.10706 1315
1.238 0.104745 1307
1.25 0.102431 1125
1.263 0.100116 1063
1.275 0.099537 1004
1.288 0.097801 997
1.3 0.096644 829
1.312 0.094329 813
1.325 0.09375 812
1.338 0.09375 812
1.35 0.093171 811
1.363 0.092014 771
1.375 0.08912 762
1.388 0.086227 611
1.4 0.085648 608
1.413 0.083333 600
1.425 0.083333 600
1.438 0.082176 522
1.45 0.081019 518
1.463 0.079282 513
1.475 0.079282 513
1.488 0.078704 512
1.5 0.077546 510
1.513 0.07581 507
1.525 0.074653 477
1.538 0.072338 467
1.55 0.071181 453
1.562 0.070602 450
1.575 0.068866 441
1.587 0.068866 441
1.6 0.067708 433
1.613 0.066551 427
1.625 0.065972 426
1.638 0.064815 424
1.65 0.0625 406
1.663 0.0625 406
1.675 0.061921 381
1.688 0.059028 346
1.7 0.05787 324
1.712 0.05787 324
1.725 0.056134 317
1.738 0.054398 280
1.75 0.052083 254
1.763 0.050926 240
1.775 0.050347 239
1.788 0.048611 228
1.8 0.048032 225
