1.1 0.232639 63854
1.113 0.23206 63853
1.125 0.229167 63256
1.138 0.225694 61274
1.15 0.22338 59330
1.163 0.221065 50706
1.175 0.220486 50263
1.188 0.217593 49350
1.2 0.216435 48478
1.213 0.212963 47158
1.225 0.211806 47094
1.238 0.208333 45780
1.25 0.204282 44783
1.263 0.201389 43492
1.275 0.198495 41809
1.288 0.196759 40974
1.3 0.194444 40544
1.312 0.192708 39329
1.325 0.191551 38937
1.338 0.1875 37748
1.35 0.185185 36982
1.363 0.184028 36226
1.375 0.183449 36137
1.388 0.181134 34283
1.4 0.179398 34222
1.413 0.178241 34194
1.425 0.174769 32728
1.438 0.171296 30952
1.45 0.16956 30517
1.463 0.168403 30149
1.475 0.167245 29805
1.488 0.164931 29443
1.5 0.163773 25905
1.513 0.160301 20393
1.525 0.158565 19562
1.538 0.157407 19282
1.55 0.155671 18741
1.562 0.155671 18741
1.575 0.155093 18474
1.587 0.153356 17171
1.6 0.15162 16650
1.613 0.147569 15851
1.625 0.145833 15584
1.638 0.143519 15260
1.65 0.142361 14084
1.663 0.139468 13613
1.675 0.138889 13612
1.688 0.13831 13611
1.7 0.134838 13339
1.712 0.134838 13339
1.725 0.134259 13338
1.738 0.132523 12889
1.75 0.130787 12224
1.763 0.127315 11772
1.775 0.126736 11353
1.788 0.125579 5623
1.8 0.125 5544
1.812 0.123264 4531
1.825 0.122685 4434
1.837 0.122106 4433
1.85 0.121528 4426
1.863 0.120949 4331
1.875 0.12037 4330
1.888 0.118056 4306
1.9 0.114005 4073
1.913 0.114005 4073
1.925 0.111111 3988
1.938 0.108796 3574
1.95 0.108796 3574
1.962 0.108796 3574
1.975 0.106481 3474
1.988 0.105903 3473
2.0 0.104745 3287
