1.1 0.215856 62797
1.113 0.214699 62299
1.125 0.213542 60821
1.138 0.211806 59362
1.15 0.209491 58394
1.163 0.206597 52351
1.175 0.20544 51877
1.188 0.201968 48761
1.2 0.201389 48324
1.213 0.197917 43666
1.225 0.196759 42434
1.238 0.195023 41213
1.25 0.193866 40811
1.263 0.191551 39509
1.275 0.188079 37937
1.288 0.186343 37168
1.3 0.184028 37146
1.312 0.181713 36742
1.325 0.179398 34140
1.338 0.178241 33774
1.35 0.177662 33411
1.363 0.174769 32964
1.375 0.173611 32602
1.388 0.172454 32214
1.4 0.170139 32198
1.413 0.166667 30784
1.425 0.164931 30403
1.438 0.163194 30400
1.45 0.162037 30048
1.463 0.160301 29363
1.475 0.159144 28687
1.488 0.157986 28351
1.5 0.155671 27031
1.513 0.153935 26998
1.525 0.153935 26998
1.538 0.149884 23503
1.55 0.146991 17754
1.562 0.144097 17201
1.575 0.143519 16194
1.587 0.141204 14944
1.6 0.13831 14001
1.613 0.135995 13891
1.625 0.135995 13891
1.638 0.134838 11541
1.65 0.132523 11201
1.663 0.131944 11200
1.675 0.130787 11180
1.688 0.12963 10970
1.7 0.12963 10970
1.712 0.127894 10753
1.725 0.126157 10348
1.738 0.125579 10347
1.75 0.123843 10132
1.763 0.122685 9926
1.775 0.121528 9730
1.788 0.12037 9710
1.8 0.119213 9708
