1.1 0.225694 53290
1.113 0.22338 52338
1.125 0.221065 51416
1.138 0.219907 50076
1.15 0.217593 48302
1.163 0.215278 48284
1.175 0.213542 47411
1.188 0.211806 46968
1.2 0.210069 46913
1.213 0.208333 46052
1.225 0.207176 46042
1.238 0.206019 45616
1.25 0.203125 44761
1.263 0.197917 42632
1.275 0.196181 42217
1.288 0.192708 41735
1.3 0.191551 41329
1.312 0.191551 41329
1.325 0.188657 19204
1.338 0.186343 16852
1.35 0.184028 16336
1.363 0.18287 15110
1.375 0.180556 14820
1.388 0.179398 14608
1.4 0.177662 14459
1.413 0.173611 13206
1.425 0.173032 10775
1.438 0.170718 10545
1.45 0.168981 10526
1.463 0.167245 10501
1.475 0.165509 10312
1.488 0.161458 9633
1.5 0.160301 9473
1.513 0.158565 8734
1.525 0.15625 8308
1.538 0.153935 8302
1.55 0.153356 8223
1.562 0.153356 8223
1.575 0.149884 7749
1.587 0.148148 7554
1.6 0.146412 7535
1.613 0.145833 7382
1.625 0.144676 7380
1.638 0.144097 7379
1.65 0.143519 7228
1.663 0.140046 6236
1.675 0.13831 6219
1.688 0.134259 5950
1.7 0.133681 5939
1.712 0.131944 5928
1.725 0.130208 4251
1.738 0.128472 4238
1.75 0.128472 4238
1.763 0.127315 4232
1.775 0.125579 4209
1.788 0.124421 4075
1.8 0.122685 4054
1.812 0.120949 3995
1.825 0.119213 3872
1.837 0.118056 3852
1.85 0.116319 3741
1.863 0.115162 3731
1.875 0.114583 3724
1.888 0.114583 3724
1.9 0.113426 3680
1.913 0.112269 3678
1.925 0.112269 3678
1.938 0.111111 3640
1.95 0.110532 3639
1.962 0.108796 3306
1.975 0.10706 3193
1.988 0.105324 2132
2.0 0.105324 2132
