1.1 0.18287 9544
1.113 0.181134 9279
1.125 0.179398 9196
1.138 0.17419 8405
1.15 0.171875 7845
1.163 0.166667 4304
1.175 0.164352 4038
1.188 0.160301 3769
1.2 0.157986 3273
1.213 0.152778 3094
1.225 0.148148 2734
1.238 0.145255 2503
1.25 0.14294 2471
1.263 0.140046 2338
1.275 0.138889 2298
1.288 0.132523 1375
1.3 0.131944 1360
1.312 0.129051 1243
1.325 0.129051 1243
1.338 0.126736 1237
1.35 0.125579 1221
1.363 0.123843 1216
1.375 0.121528 1168
1.388 0.118056 1108
1.4 0.115162 1067
1.413 0.112269 1054
1.425 0.111111 1046
1.438 0.108218 1021
1.45 0.10706 1017
1.463 0.103588 679
1.475 0.100116 657
1.488 0.097222 648
1.5 0.096065 622
1.513 0.094329 577
1.525 0.09375 576
1.538 0.090856 567
1.55 0.090278 566
1.562 0.087963 548
1.575 0.085069 505
1.587 0.083912 493
1.6 0.082755 423
1.613 0.081019 366
1.625 0.079861 348
1.638 0.078125 341
1.65 0.07581 337
1.663 0.075231 336
1.675 0.073495 307
1.688 0.072917 306
1.7 0.072917 306
1.712 0.070023 297
1.725 0.069444 292
1.738 0.066551 249
1.75 0.063079 235
1.763 0.061343 232
1.775 0.060764 229
1.788 0.060185 228
1.8 0.058449 221
1.812 0.05787 214
1.825 0.05787 214
1.837 0.056713 208
1.85 0.056134 205
1.863 0.053241 194
1.875 0.050347 189
1.888 0.048611 186
1.9 0.048032 185
1.913 0.047454 184
1.925 0.045139 160
1.938 0.04456 159
1.95 0.042824 130
1.962 0.042824 130
1.975 0.042824 130
1.988 0.041667 124
2.0 0.041667 124
