1.1 0.141782 2623
1.113 0.137731 2460
1.125 0.132523 2247
1.138 0.130787 2156
1.15 0.128472 1604
1.163 0.125579 1559
1.175 0.122685 1404
1.188 0.12037 1310
1.2 0.12037 1310
1.213 0.116898 1164
1.225 0.115162 947
1.238 0.114005 945
1.25 0.112269 804
1.263 0.111111 794
1.275 0.109375 781
1.288 0.104745 729
1.3 0.103588 705
1.312 0.102431 695
1.325 0.100694 640
1.338 0.098958 619
1.35 0.098958 619
1.363 0.094907 590
1.375 0.09375 538
1.388 0.090278 508
1.4 0.089699 505
1.413 0.086227 485
1.425 0.083333 468
1.438 0.083333 468
1.45 0.082176 450
1.463 0.081597 443
1.475 0.079282 417
1.488 0.077546 398
1.5 0.07581 393
1.513 0.075231 392
1.525 0.072338 381
1.538 0.070023 365
1.55 0.067708 311
1.562 0.066551 309
1.575 0.066551 309
1.587 0.065394 303
1.6 0.063657 284
1.613 0.060764 271
1.625 0.059028 266
1.638 0.058449 265
1.65 0.05787 264
1.663 0.057292 257
1.675 0.057292 257
1.688 0.056713 256
1.7 0.056713 256
1.712 0.056134 253
1.725 0.054977 231
1.738 0.054977 231
1.75 0.052662 209
1.763 0.051505 201
1.775 0.048032 173
1.788 0.046875 167
1.8 0.045139 150
1.812 0.045139 150
1.825 0.045139 150
1.837 0.04456 149
1.85 0.042824 142
1.863 0.041088 137
1.875 0.039352 130
1.888 0.038773 129
1.9 0.038773 129
1.913 0.037616 127
1.925 0.037616 127
1.938 0.037037 126
1.95 0.037037 126
1.962 0.034722 92
1.975 0.033565 90
1.988 0.031829 85
2.0 0.03125 84
