occupation_density_mean ratio ratio_stderr smaller_torus_sigma larger_torus_sigma
0.14 22.25752968309018 0.24655540049220936 0.14253329987690788 0.20118107251447193
0.14125000000000001 22.60971770658502 0.25013245445739957 0.14444877524527322 0.2042077278239577
0.14250000000000002 22.9670438310705 0.2535184534287077 0.1465838237939617 0.20684484240808287
0.14375000000000002 23.409886738921394 0.25804482355765324 0.14898875952813195 0.21068811190755132
0.14500000000000002 23.840954761898807 0.2616902277597553 0.15111271434804802 0.2136509369680317
0.14625000000000002 24.26677513244122 0.26509775686305914 0.15335425907548117 0.21623896946951032
0.14750000000000002 24.683852074595595 0.26810765360866984 0.1553235289447304 0.21853218362452242
0.14875000000000002 25.098453608837936 0.27075948200076694 0.15717856320093576 0.22046676929508693
0.15000000000000002 25.58280074019665 0.2741274826006995 0.1593755831369965 0.2230365445767557
0.15125 26.050431583219087 0.2772636884761101 0.1614085819472245 0.22543829005109928
0.1525 26.460560715762565 0.2797175935049388 0.1629190435369773 0.22737483890965302
0.15375 26.935459351907497 0.2831240660879378 0.16474464934645736 0.23025732846074573
0.155 27.47335832884561 0.28677325879849747 0.1669417376669574 0.23317237869577687
0.15625 27.975129137887716 0.289971535141946 0.1689547851061332 0.2356645322960525
0.1575 28.510293295941885 0.2935666469579969 0.1711929959501374 0.23848340475550375
0.15875 29.062619478147674 0.2966198873518885 0.17353703325353245 0.24055821678381598
0.16 29.621652261127053 0.2995227631550981 0.17562814417998981 0.24262860635126626
0.16125 30.19931338166673 0.30261264709169394 0.17784143450791826 0.24484043447112228
0.1625 30.78818435165012 0.3055255163621775 0.18014967159547823 0.24676291652599774
0.16375 31.394099554082242 0.3082401298072675 0.18231543200740097 0.24854186946177875
0.165 32.0210273877415 0.3109820001550415 0.18447677977728655 0.25035599082792637
0.16625 32.71330782049107 0.3148053304270691 0.18693233882199092 0.25329567064566366
0.1675 33.34810606055728 0.31775524498071883 0.1889947057197698 0.25543961502213053
0.16875 34.030929208784144 0.3207390714616087 0.19109597828022068 0.25759634905638773
0.17 34.78853832826029 0.32362165437080076 0.1934606427228678 0.2594300578093235
0.17125 35.46538809370798 0.325398666669597 0.19538166697931003 0.26021202216411426
0.1725 36.12651724421784 0.32680353772751003 0.19705031593078062 0.26071387623752523
0.17375000000000002 36.874057858145065 0.3291118160696856 0.1990323053627808 0.26210823889886276
0.175 37.60758276629677 0.3308677905548091 0.20110235009193866 0.2627381578951188
0.17625000000000002 38.32777657399135 0.3321295131560737 0.2030557584615836 0.26282764783196144
0.1775 39.07211155424466 0.3335242614292156 0.20500786453911451 0.26307833137492687
0.17875 39.75648674996591 0.33435067167020227 0.20650524513494892 0.2629561852820163
0.18 40.42563475265267 0.33497912057796836 0.20784049747399966 0.2627038995389094
0.18125 41.28227129502231 0.3364663905010165 0.20987806025638003 0.262984470567754
0.1825 42.069619300623856 0.33718569911877255 0.2114201421725376 0.2626703621917772
0.18375 42.84533258235532 0.3372286330856308 0.21282185743933293 0.26159129949001597
0.185 43.55925074941519 0.33639256510925347 0.21376121504827325 0.25974237390512395
0.18625 44.238418323394626 0.3353310470280104 0.21438882092819356 0.2578455827853576
0.1875 44.97880552317231 0.33442508217158784 0.21488871545767696 0.2562478791218043
0.18875 45.73396585558873 0.3334644654460898 0.2155952376931434 0.2543958395872138
0.19 46.505280011653745 0.33257544727730587 0.21648837448958855 0.25246625881997725
0.19125 47.19255627161151 0.33083953531825316 0.21681156332971918 0.24989506625005795
0.1925 47.867285316406694 0.32883053024756087 0.21693207051739546 0.24712343960848354
0.19375 48.585869642442994 0.32639571465898104 0.21699505021674104 0.24381819195700108
0.195 49.21188090742916 0.3237601760282756 0.21668150313536713 0.24056138048501863
0.19624999999999998 49.78560489433717 0.32120145926410304 0.21622742567705114 0.23752068924298905
0.1975 50.53865561828153 0.3193070852564211 0.21647431622110344 0.23472512671539256
0.19874999999999998 51.23618562181897 0.3170136049308883 0.21635745374473037 0.23170472140285397
0.2 51.83999628368235 0.3131137272967712 0.21522318606613608 0.22741852695244114
0.20124999999999998 52.450325181580475 0.30906193447137276 0.2141583160306638 0.22283512966787228
0.20249999999999999 53.03968586421624 0.3048630855409642 0.21302303730455552 0.21808871246146422
0.20375 53.538478158874945 0.3004167323175423 0.21151827446113994 0.21333127437235205
0.205 53.98810569783955 0.29604622775677675 0.20989511710707376 0.20877597750609414
0.20625 54.48861194886393 0.29129970217782014 0.20822011807912877 0.20371523977356326
0.2075 54.95721301151324 0.2866524379595037 0.20646165211411877 0.19885473691726754
0.20875 55.37994571365213 0.28180528013665884 0.20436842101207367 0.1940303182647819
0.21 55.76861214255808 0.27697179518495435 0.20220345524031985 0.18928058013661164
