num_samples threshold occupation_density_mean occupation_density_stderr second_moment_mean second_moment_stderr
1001 1.1 0.23975225274725276 0.00028664627989459474 328491.985014985 2929.2266660761184
1001 1.113 0.23727000599400602 0.0002862719012119694 312295.3176823177 2924.682909895018
1001 1.125 0.23495704595404596 0.0002856575890559489 298145.2357642358 2933.409789625314
1001 1.138 0.23245555944055946 0.0002846742362801542 282650.007992008 2902.9583737881467
1001 1.15 0.23016508991008994 0.0002843769708267064 269276.45354645356 2859.665922931444
1001 1.163 0.22773344655344657 0.0002829740358357482 255455.87512487514 2843.6389261308536
1001 1.175 0.22547644655344656 0.0002825904529947516 242649.7982017982 2801.6814261894074
1001 1.188 0.22306553246753247 0.00028247391847468557 230570.83816183815 2741.375888404028
1001 1.2 0.22084612287712288 0.00028292659767699516 219018.2787212787 2717.1788148546157
1001 1.213 0.21841832067932068 0.0002827203714245167 207639.93706293707 2669.919302247715
1001 1.225 0.2162007052947053 0.0002812474103814354 196621.5194805195 2629.2391407934824
1001 1.238 0.2138433356643357 0.00028029083628697347 185800.27072927073 2578.8741064731907
1001 1.25 0.21166980819180817 0.0002793017767839313 175062.999000999 2510.6930483413216
1001 1.263 0.20932694705294705 0.000279294776400084 164918.85814185813 2441.266557088745
1001 1.275 0.20716617882117883 0.0002799154601030761 156090.06493506493 2383.3364789174298
1001 1.288 0.20488904095904095 0.0002796401447924654 146485.8821178821 2304.6044316190205
1001 1.3 0.20276642457542457 0.00027890390429233616 138247.96703296702 2241.649639204333
1001 1.312 0.2006639210789211 0.0002786091887171167 129990.53746253747 2173.180365766183
1001 1.325 0.19842321378621378 0.00027721142098807066 121713.38861138861 2101.8840279880196
1001 1.338 0.19618485514485512 0.0002762567557039227 114226.93106893107 2033.7744218908765
1001 1.35 0.19417797402597406 0.0002756119040174621 107677.94805194806 1951.0982582714857
1001 1.363 0.1919988221778222 0.00027406457627176416 101031.97402597402 1882.1088078839466
1001 1.375 0.18997091808191807 0.00027425150581994126 95114.5044955045 1812.7225296366666
1001 1.388 0.1878630889110889 0.00027246758901632885 89470.83516483517 1742.9435989632823
1001 1.4 0.1858875954045954 0.00027196340485419266 84380.0 1681.6176303098773
1001 1.413 0.18379605594405593 0.0002708533612873993 79413.78221778222 1615.4504821861522
1001 1.425 0.18185458341658342 0.0002709735791279904 74986.28071928072 1550.0533172533696
1001 1.438 0.17973581918081916 0.0002711969956867557 70612.06093906095 1484.0608704706458
1001 1.45 0.17785829770229772 0.0002707180707292591 66515.26673326673 1404.5029555792214
1001 1.463 0.17585467432567434 0.0002688524282313074 62624.496503496506 1343.2356902015579
1001 1.475 0.17398661038961039 0.00026944760222601886 59059.29070929071 1281.0836061480588
1001 1.488 0.17200606893106893 0.0002680402606922298 55441.5994005994 1224.5989285175663
1001 1.5 0.17012824575424576 0.0002665710750874142 52083.93706293706 1157.7475503972112
1001 1.513 0.16810952047952046 0.00026682955463248106 49043.34765234765 1116.4317663821437
1001 1.525 0.16632761038961041 0.00026506655827384436 46131.85914085914 1064.8832749940368
1001 1.538 0.16436333666333663 0.00026419787628850446 43595.503496503494 1017.8952211005209
1001 1.55 0.16258319180819178 0.0002625705101345454 41240.26073926074 974.4247968170547
1001 1.562 0.1608294015984016 0.00026287950780476307 38916.82117882118 927.988789946981
1001 1.575 0.15891841458541459 0.00026358899205832116 36123.11288711289 861.9173904190831
1001 1.587 0.15713204395604397 0.0002630862016046583 34093.46553446553 826.600636431011
1001 1.6 0.15528471528471527 0.0002623871500090276 32012.985014985014 778.4538476881089
1001 1.613 0.1534134015984016 0.0002617229651914972 30154.94905094905 733.170967718256
1001 1.625 0.15170842957042957 0.0002606821725471878 28445.89210789211 701.6764833979779
1001 1.638 0.14991408491508493 0.000259905133969639 26529.728271728272 643.3034482789815
1001 1.65 0.1482715904095904 0.00025937560228410914 25270.454545454544 618.1210498196041
1001 1.663 0.14646184515484517 0.00025751650884475643 23855.245754245756 589.963025196474
1001 1.675 0.14485070929070928 0.0002568732230558582 22618.14185814186 560.3890028871978
1001 1.688 0.1430942327672328 0.0002556831920980095 21216.071928071928 527.3169803657562
1001 1.7 0.14146741158841158 0.00025522236524749316 20108.33766233766 504.0397178194927
1001 1.712 0.13985304195804193 0.00025314124676969324 19144.995004995006 486.0003600807594
1001 1.725 0.13813505094905096 0.00025191622859624396 18057.73026973027 461.1928585102315
1001 1.738 0.1364369020979021 0.00025103038241686994 16965.163836163836 431.92673584088016
1001 1.75 0.1349062857142857 0.00024969786568372496 16117.298701298701 409.9597871699959
1001 1.763 0.13325902897102898 0.0002479770184557306 15174.04095904096 385.3082421049558
1001 1.775 0.13174114685314683 0.0002467371478030426 14423.329670329671 369.80791224013313
1001 1.788 0.13014630069930072 0.0002455345756864938 13603.833166833167 350.3504067796554
1001 1.8 0.12864292307692307 0.00024542889765495195 12977.244755244756 336.46037262471054
